0	1038431	1069998	0.9704980756973377
1	51842	53544	0.968213058419244
2	36039	37060	0.9724500809498111
3	32421	33252	0.9750090220137134
4	29956	30695	0.975924417657599
5	28039	28722	0.9762203189192953
7	25318	25929	0.9764356512013576
10	22478	23017	0.9765825259590737
20	16716	17141	0.9752056472784552
30	12939	13272	0.9749095840867993
