0	866272	887079	0.9765443663980322
1	50847	52868	0.9617727169554362
2	35910	37327	0.9620382029094221
3	32482	33642	0.965519291361988
4	30134	31079	0.9695936162682197
5	28191	28961	0.9734125202859018
7	25460	25945	0.9813066101368279
10	22564	22836	0.9880889823086355
20	16332	16437	0.9936119729877715
30	11819	11888	0.9941958277254375
